site,month,hour,mu_a,sigma_a,mu_f,sigma_f,count
wind_323690,6,19,13.969462599999998,15.384097727882656,17.211541703795593,20.012179520726356,30
wind_323690,6,20,15.697320766666666,17.02911694854203,15.803358683367586,19.294323617122597,30
wind_323690,6,21,13.203563366666666,15.470490626957712,16.009731307382125,18.621053658499537,30
wind_323690,6,22,13.709418833333332,15.240068026118381,11.490104085644415,13.49954611670498,30
wind_323690,6,23,12.139478666666667,15.015030374271118,14.425026810034039,15.780050052848301,30
wind_323690,7,0,5.115231354838708,7.204958712288815,6.234424259607651,8.83655270288877,31
wind_323690,7,1,4.289398129032258,5.135610952921348,6.348946691885462,10.415711163202412,31
wind_323690,7,2,5.067303419354839,7.742318035840049,5.647551850405095,8.276855177705905,31
wind_323690,7,3,4.62024729032258,7.037357460319666,5.037707175614056,6.359135149986251,31
wind_323690,7,4,4.414232838709677,6.029604469838632,4.7230880650609,7.426293333126247,31
wind_323690,7,5,4.9276689354838705,7.111248081660208,3.955170875863148,6.479061717195803,31
wind_323690,7,6,5.018140935483871,6.365437680015973,4.1122679804474815,6.568413843079389,31
wind_323690,7,7,5.079499516129031,7.307439838514393,4.5460089915832205,6.794629426254571,31
wind_323690,7,8,5.4930937741935475,6.904381354241511,4.739762858128098,5.681067889412168,31
wind_323690,7,9,5.054833322580644,6.363640883627383,4.501674650786795,5.3495639219524636,31
wind_323690,7,10,4.646788322580647,5.976127387857382,5.966740496990835,6.925909639687668,31
wind_323690,7,11,4.328249516129033,5.4774695595502845,5.56545080488217,6.282138928942028,31
wind_323690,7,12,2.9379009999999997,5.90004559668117,4.586701850471684,6.235060568648725,31
wind_323690,7,13,2.902254516129032,5.627209293861662,4.756789315370843,7.592562660986927,31
wind_323690,7,14,3.22520364516129,5.529114989008534,4.0906634859905395,7.162827786422983,31
wind_323690,7,15,3.9248558387096777,6.511870236521158,4.5342163297742415,6.993787325366218,31
wind_323690,7,16,5.447999161290322,8.892192630710284,5.823043141805034,8.420837137821193,31
wind_323690,7,17,6.251682709677419,11.382824520741124,6.707625085248102,11.684701252518087,31
wind_323690,7,18,6.168543161290324,10.744857974668378,7.346867640612602,11.951255731980883,31
wind_323690,7,19,6.324181451612905,11.245997735505131,9.03902863887523,13.308116071084735,31
wind_323690,7,20,8.670196322580644,13.973460216158973,9.817092675554434,15.225764999237454,31
wind_323690,7,21,7.840303935483871,11.439164910712737,8.408902798911823,11.86205051073275,31
wind_323690,7,22,6.176942645161289,8.43276180718996,8.551153744210486,11.796698864854838,31
wind_323690,7,23,4.30487558064516,5.204518604298254,4.818390037133502,5.951711103873109,31
wind_323690,8,0,8.727300161290325,10.934971288031122,6.889569517610899,7.593066463452066,31
wind_323690,8,1,7.3607882903225805,7.337208793495813,8.412472333872289,8.980275853694394,31
wind_323690,8,2,8.83812164516129,11.154708488028666,7.480085357641634,8.883759320335573,31
wind_323690,8,3,8.474329419354838,9.296908942956868,7.636449613842822,8.528650665512101,31
wind_323690,8,4,6.836315709677421,8.597244023323924,7.818288023677698,9.387699140040008,31
wind_323690,8,5,6.990913,7.648556618090632,6.051788051442562,7.523880545838681,31
wind_323690,8,6,5.691044419354838,7.04765167726435,5.368179928473415,7.159172483244772,31
wind_323690,8,7,6.0257922580645165,7.466373693413051,6.418040353925949,8.356946604879289,31
wind_323690,8,8,6.990130387096775,9.179657231335604,7.029632280277071,8.56031701328052,31
wind_323690,8,9,7.073897580645161,8.346762980911466,6.755393729915786,8.223593287967834,31
wind_323690,8,10,6.640468,7.752752275009431,6.948944226472994,7.670449989389793,31
wind_323690,8,11,8.72846635483871,11.705321134193364,7.075481105452078,8.008759562583464,31
wind_323690,8,12,5.368674451612902,6.657167467053485,6.3345250898796595,6.377259381918132,31
wind_323690,8,13,4.801309129032258,6.706833714906842,5.117678478261045,5.46066400479717,31
wind_323690,8,14,5.762349741935483,7.911109984162361,5.902900376476228,7.240470898895013,31
wind_323690,8,15,7.370034354838709,9.523664869692322,7.138793100065696,8.498906879945352,31
wind_323690,8,16,7.172920677419353,8.482298505674235,7.197902326262908,9.015601076009235,31
wind_323690,8,17,9.146077032258066,11.747835976064476,7.713290697606845,9.120665636604498,31
wind_323690,8,18,8.307032967741936,8.944210471988612,7.521088269931177,9.227022817599934,31
