site,month,hour,mu_a,sigma_a,mu_f,sigma_f,count
wind_323693,4,7,4.041940066189488,5.674919979842305,3.695989094153927,4.980768013174516,30
wind_323693,4,8,3.536222247017223,5.343988726814661,3.6037462115311487,4.8958823809868415,30
wind_323693,4,9,3.4304812967535523,4.979754941659578,3.9254503260517035,4.668098584653114,30
wind_323693,4,10,3.2706647373008564,4.6796656908688,4.970749166775728,5.546966204928802,30
wind_323693,4,11,2.7603829679321694,4.969108363282091,4.248816898331201,5.2467835447349485,30
wind_323693,4,12,3.7589746742574173,5.232510191334692,4.326794517055373,5.425596714350731,30
wind_323693,4,13,3.6146988203310997,5.824055055077706,4.3184012805654755,5.330421596131682,30
wind_323693,4,14,3.178884624529794,5.189064210063471,4.8553279839080075,5.886841957610231,30
wind_323693,4,15,4.091730226131973,5.908702563161959,4.732933584642857,5.906795389267147,30
wind_323693,4,16,3.9437575316599394,5.600417749154098,5.455069477343163,6.210781641699801,30
wind_323693,4,17,3.7390987990779854,5.320975761902955,6.218821855426708,6.67469415012526,30
wind_323693,4,18,4.975482440128531,6.445824050915342,6.118610851927242,6.508127488824169,30
wind_323693,4,19,4.917318511179198,6.186720199493313,5.59349818890931,6.437906168688404,30
wind_323693,4,20,5.482889419596046,6.254602228963886,6.038605391617397,6.227876131553936,30
wind_323693,4,21,4.894938601418122,5.878428355398818,5.262046742356827,5.946838352319354,30
wind_323693,4,22,4.946601371349057,6.173144728767308,4.66170652559576,6.085890771836475,30
wind_323693,4,23,4.515404584584711,6.019121220942369,4.152295415275865,5.82012263788048,30
wind_323693,5,0,1.875032212708772,3.61342937935451,2.3083433534628495,3.7022990123008075,31
wind_323693,5,1,1.8219152066369222,3.6031276096542038,2.6176442597711285,4.132167997361186,31
wind_323693,5,2,1.656749391044935,3.0076650022840914,2.2390503944004463,4.049857427319347,31
wind_323693,5,3,1.6617066277022536,3.6733745741498556,1.9943550838623865,3.8253976865879196,31
wind_323693,5,4,1.8015472843496512,3.977913864113674,1.907473833536539,4.014210768999456,31
